text,retweet_count,hashtags,user_mentions
RT @fr4ser: 👶🏻 Next stop on the campaign... Edinburgh South with @NicolaSturgeon and @CatrionaSNP🗳️ SNP announce plans to tackle child po…,60,[],"['fr4ser', 'NicolaSturgeon', 'CatrionaSNP']"
No dancing on the #GE2019 campaign trail today - just some excercises with energetic children in Edinburgh South with the fantastic @CatrionaSNP https://t.co/Mtl7ezET6C,139,['GE2019'],['CatrionaSNP']
RT @RiaDRobertson: Fun &amp; games in Gilmerton today with @NicolaSturgeon &amp; candidate @CatrionaSNP 🤹‍♀️🧩 #VoteSNP #GE2019 https://t.co/dLrf5At…,30,"['VoteSNP', 'GE2019']","['RiaDRobertson', 'NicolaSturgeon', 'CatrionaSNP']"
"RT @BBCr4today: ""I'm dumbfounded that this government won't release the report about Russian influence. Because every person who votes in t…",5287,[],['BBCr4today']
RT @Fergoodness: After campaigning door to door with me in Stonehaven yesterday @NicolaSturgeon sat down with @pressjournal for an intervie…,47,[],"['Fergoodness', 'NicolaSturgeon', 'pressjournal']"
"RT @BBCPolitics: ""Every person who votes in this country deserves to see that report before your election happens""Hillary Clinton says it…",1999,[],['BBCPolitics']
"RT @KNBeattie: .@NicolaSturgeon has been out in Garthdee and Stonehaven today, knocking doors with SNP candidates @Fergoodness and @Stephen…",61,[],"['KNBeattie', 'NicolaSturgeon', 'Fergoodness']"
RT @jackmiddleton95: Great day on the campaign trail with @NicolaSturgeon in Aberdeen &amp; Stonehaven today. Fantastic response from local vot…,41,[],"['jackmiddleton95', 'NicolaSturgeon']"
Great day’s campaigning in Aberdeen &amp; Stonehaven with two excellent @theSNP candidates @StephenFlynnSNP and @Fergoodness https://t.co/DTKCABrn7H,141,[],"['theSNP', 'StephenFlynnSNP', 'Fergoodness']"
RT @KevinStewartSNP: Fantastic to have @NicolaSturgeon campaigning for @StephenFlynnSNP in Aberdeen South today. Warm welcome at Inchgarth…,84,[],"['KevinStewartSNP', 'NicolaSturgeon', 'StephenFlynnSNP']"
@_oliviamcmahon_ Best of luck in London - wishing you every happiness!,3,[],['_oliviamcmahon_']
RT @BBCPolitics: “I suspect there are many traditional Tory voters... that are appalled to find that their party has effectively become the…,833,[],['BBCPolitics']
RT @EMackintosh1: FM @NicolaSturgeon in Aberdeen South and West Aberdeenshire and Kincardine today - meeting people (of all ages) on the do…,97,[],"['EMackintosh1', 'NicolaSturgeon']"
RT @revolverecycle: R:evolve Recycle clothing bank is open to help people impacted by the fire in Pollockshields. Anyone in need of clothin…,65,[],['revolverecycle']
Many thanks to @revolverecycle for getting in touch with my office offering help with clothing for those who have lost their possessions in the #Pollokshields fire,143,['Pollokshields'],['revolverecycle']
The Tory party has now effectively become the Brexit party. @theSNP is the main challenger in all of their Scottish seats. Defeating the Tories here will help deprive Boris Johnson’s increasingly extreme and right wing party of the majority they crave.,821,[],['theSNP']
"Any form of Brexit that is acceptable to Nigel Farage will be deeply damaging for Scotland. Makes it all the more important to get rid of Boris Johnson’s Tories, escape Brexit and put Scotland’s future into Scotland’s hands. #GE209 #VoteSNP https://t.co/3M5C4TUnDJ",1466,"['GE209', 'VoteSNP']",[]
RT @PShieldsChurch: We were so sorry to hear about the fire in our community. Our thoughts and prayers are with all those affected. We’re o…,31,[],['PShieldsChurch']
RT @eliz_lloyd: Before folk get carried away yesterday @scotgov advised The Times that records management practices are long standing gover…,113,[],"['eliz_lloyd', 'scotgov']"
An example of the Pollokshields community already rallying round. Thanks @GlasgowGurdwara https://t.co/dNHQ6Lnq59,149,[],['GlasgowGurdwara']
"RT @HeartScotNews: 🎥 “This is a dark day for Pollokshields”First Minister, and Glasgow Southside MSP, Nicola Sturgeon has been speaking o…",53,[],['HeartScotNews']
"3/ While the first priority is help for those directly affected, the location of this fire makes it a blow to the whole community. But Pollokshields is a strong community and I know everyone will rally round.",28,[],[]
2/ many residents and businesses in the area have been affected - some losing their homes. Anyone who needs advice or assistance in the days ahead should contact my constituency office on 0141 424 1174 or email nicola.sturgeon.msp@parliament.scot,71,[],[]
1/ Just visited the scene of last night’s devastating fire in Pollokshields in my constituency to say a heartfelt thank you to @fire_scot and @policescotland - it is due to the skill and bravery of our firefighters in particular that no lives were lost in this dreadful incident. https://t.co/SMFuUZdm4G,213,[],"['fire_scot', 'policescotland']"
RT @fire_scot: Firefighters worked through the night to contain a fire that took hold within a commercial premise and affected dwelling fla…,56,[],['fire_scot']
RT @SunriseDances: #Pollokshields update on fire. @pollokshieldsps @StAlbertsG41 https://t.co/ScQVmT5wxJ,25,['Pollokshields'],"['SunriseDances', 'pollokshieldsps', 'StAlbertsG41']"
"RT @alisonthewliss: Grateful to the fire crews who have worked through the night, and very relieved to hear that everyone is accounted for.…",73,[],['alisonthewliss']
RT @_DanParis: During campaign visit to Aberdeen @NicolaSturgeon will call for £1 billion investment to support North East’s transition to…,58,[],"['_DanParis', 'NicolaSturgeon']"
"Dreadful news for affected residents and businesses in Pollokshields - any constituents who need assistance, please email or call my office. https://t.co/4rJaVEoQ9T",370,[],[]
I’ll be posting pics from the GE2019 campaign trail ⁦@instagram⁩ - follow me ⁦there to keep up to date with ⁦@theSNP⁩  https://t.co/wVKiNxrgpc,168,[],"['instagram', 'theSNP']"
RT @STVNews: The First Minister paid tribute to the fallen at a ceremony in Edinburgh this morning to mark Remembrance Sunday. https://t.co…,75,[],['STVNews']
"RT @theSNP: 🌍 Guardian's analysis shows the SNP are the strongest main party on #ClimateChange.🗳️ SNP's Westminster Leader Ian Blackford,…",590,['ClimateChange'],['theSNP']
"Given all that’s going on, I’m not getting much time to indulge my reading passion just now, but in celebration of the new @BBCScotland programme #bigscottishbookclub, I thought I’d share my current book - by @meenakandasamy. Great to see a TV show dedicated to books @Damian_Barr https://t.co/h3IoIeSxB1 https://t.co/8vVMPA4UbM",58,['bigscottishbookclub'],"['BBCScotland', 'meenakandasamy', 'Damian_Barr']"
A privilege to lay a wreath at this morning’s Service of Remembrance in Edinburgh #RemembranceDay  https://t.co/WxyVMI163o,192,['RemembranceDay'],[]
RT @Damian_Barr: With shout-outs for @sandstonepress @ToppingsEdin @GoldenHareBooks @edbookfest @NicolaSturgeon @natlibscot @CharcoPress @t…,27,[],"['Damian_Barr', 'sandstonepress', 'ToppingsEdin', 'GoldenHareBooks', 'edbookfest', 'NicolaSturgeon', 'natlibscot', 'CharcoPress']"
"RT @ScotGovFM: We will remember them. In Edinburgh, First Minister @NicolaSturgeon laid a wreath at the Stone of Remembrance at the City Ch…",207,[],"['ScotGovFM', 'NicolaSturgeon']"
"RT @scotgov: This morning, First Minister @NicolaSturgeon will lay a wreath on behalf of the Scottish Government, ahead of attending the Na…",117,[],"['scotgov', 'NicolaSturgeon']"
"Today on behalf of the people of Scotland I will lay a wreath at the Stone of Remembrance in Edinburgh, in memory of all those who gave their lives in conflict. I will do so with the utmost gratitude and respect for the sacrifice and courage of our armed forces. #RemembranceDay",695,['RemembranceDay'],[]
RT @EMackintosh1: A great day with @NicolaSturgeon opening @AmyCallaghanSNP‘s campaign hub in Kirkintilloch - with time for lots of selfies…,77,[],"['EMackintosh1', 'NicolaSturgeon', 'AmyCallaghanSNP']"
RT @RiaDRobertson: Really positive @theSNP campaigning in Kirkintilloch today with candidate @AmyCallaghanSNP  &amp; @NicolaSturgeon #VoteSNP #…,88,['VoteSNP'],"['RiaDRobertson', 'theSNP', 'AmyCallaghanSNP', 'NicolaSturgeon']"
RT @fr4ser: A fantastic reception in Kirkintilloch as @NicolaSturgeon opens @AmyCallaghanSNP Campaign Hub - huge support for proposals to e…,88,[],"['fr4ser', 'NicolaSturgeon', 'AmyCallaghanSNP']"
RT @AmyCallaghanSNP: Delighted to have @NicolaSturgeon along for the official opening of my #GE2019 campaign hub. The people of East Dunb…,291,['GE2019'],"['AmyCallaghanSNP', 'NicolaSturgeon']"
"@louisehector @GlasgowSNP @Shettleston_SNP So sorry to hear this, Louise. Your dad was much loved in @theSNP and we will all miss him. My thoughts are with you and all the family",6,[],"['louisehector', 'GlasgowSNP', 'Shettleston_SNP', 'theSNP']"
RT @leomiklasz: A triptych from today’s fantastic @theSNP launch. Enjoyed the coat-off too https://t.co/Hj1RPLNUCu,58,[],"['leomiklasz', 'theSNP']"
RT @ScotlandNT: “I love being back involved – I just love pulling on the Scotland shirt.”@erincuthbert_  assesses tonight's 5-0 victory o…,81,[],"['ScotlandNT', 'erincuthbert_']"
"RT @wgsaraband: Here is the key issue:The polls are looking good for the SNP. But we had a few SNP MPs elected, last time, with very small…",424,[],['wgsaraband']
RT @YouGov: Westminster voting intention in the SCOTLAND (23-25 Oct)SNP - 42% (+5 from GE2017 result)Con - 22% (-7)Lib Dem - 13% (+6)L…,431,[],['YouGov']
"RT @shaunwkearney: This is an incredible poll by Yougov, with the SNP substantially increasing its lead over the Tories and Scottish Labour…",219,[],['shaunwkearney']
"Successful @theSNP #GE2019 campaign launch in Edinburgh this morning...making the case for people to vote SNP to get rid of Boris Johnson, escape Brexit and put Scotland’s future into Scotland’s hands. https://t.co/qGP9g7jwuT",448,['GE2019'],['theSNP']
"RT @BBCScotlandNews: .@NicolaSturgeon says Scotland's ""future is at stake"" for generations to come as we face the general election#GE2019…",273,['GE2019'],"['BBCScotlandNews', 'NicolaSturgeon']"
RT @Peston: .@NicolaSturgeon “Scotland’s vote to remain in the EU has been ignored” https://t.co/CMqIXQidEc,80,[],"['Peston', 'NicolaSturgeon']"
"RT @SkyNews: SNP leader @NicolaSturgeon says in the event of a hung parliament, the party “would seek to form a progressive alliance to loc…",234,[],"['SkyNews', 'NicolaSturgeon']"
"RT @Channel4News: ""The Conservative Party has ridden roughshod over the Scottish Parliament.""SNP leader, Nicola Sturgeon says “Scotland’s…",407,[],['Channel4News']
"RT @rosscolquhoun: 📱 The SNP‘s digital campaign has got off to a great start, reaching around 1 million people on Facebook in 7 days - with…",283,[],['rosscolquhoun']
Don’t forget that Labour in Glasgow blocked equal pay for women for years. It took @theSNP to deliver. https://t.co/61YwyDt9P1,1625,[],['theSNP']
RT @erikgeddes: The NHS is at the heart of @theSNP #GE2019 campaign launch today. @NicolaSturgeon will vow to introduce a bill blocking a…,164,['GE2019'],"['erikgeddes', 'theSNP', 'NicolaSturgeon']"
Well said @AngelaHaggerty 👏 https://t.co/N5loFRk73M,721,[],['AngelaHaggerty']
"RT @bbcquestiontime: “If I was given the vote again, I would want to be independent if it meant that we would be in the EU”This audience…",581,[],['bbcquestiontime']
RT @theSNP: Just some fact checks on the SNP's record in government for the #bbcqt panel:👩‍🎓 No Tuition Fees👶 We've delivered Scotland'…,449,['bbcqt'],['theSNP']
"RT @theSNP: 🔥 @HumzaYousaf absolutely nails it.🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland can do better than Boris Johnson, we can do better than Jacob Rees Mogg,…",1286,[],"['theSNP', 'HumzaYousaf']"
Great launch night for @StephenGethins campaign in North East Fife. Stephen has been a brilliant constituency MP and a passionate advocate for Scotland’s place in Europe. This brilliant team are raring to go to get him re-elected. #VoteSNP #GE2019 https://t.co/rMzgZ3lpoS,206,"['VoteSNP', 'GE2019']",['StephenGethins']
Wow @RhysMccole - what an achievement. Proud of you! Many congratulations! https://t.co/lpcPpeI30D,50,[],['RhysMccole']
Lovely to meet you all @TaylorHS1982 https://t.co/yzg1LHTqpt,53,[],['TaylorHS1982']
RT @WhizzKidz: We are really proud to say that one of the art pieces created by members of our Glasgow Whizz-Kidz Club is going up in the o…,31,[],['WhizzKidz']
RT @upmoproject: First Minister Nicola Sturgeon says she was 'inspired' to meet Upmo's dedicated staff at the launch of our new student cam…,27,[],['upmoproject']
RT @PancreaticCanUK: And a big thank you to First Minister @NicolaSturgeon for stopping by to hear from our wonderful supporters like @Kims…,38,[],"['PancreaticCanUK', 'NicolaSturgeon']"
"RT @socialfirmsscot: Incredible, amazing and life changing. The @ScotGovFM sums up how special @upmoproject is and the work it does. About…",13,[],"['socialfirmsscot', 'ScotGovFM', 'upmoproject']"
"RT @theSNP: 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Boris Johnson is the prime architect of Brexit &amp; the utter shambles it has become. He owes Scotland an apology today, n…",440,[],['theSNP']
RT @AngusRobertson: On the day @BorisJohnson visits Scotland the former Conservative  advisor Dr Bendor Grosvenor explains why the Tories m…,934,[],"['AngusRobertson', 'BorisJohnson']"
RT @MhairiHunter: This is dreadful. Who would attack a memorial to victims of the Holocaust? Really sickening. https://t.co/laJBxLSGIX,99,[],['MhairiHunter']
RT @STVNews: Nicola Sturgeon has called on the Prime Minister to 'apologise for the chaos he and his party have subjected' Scotland to for…,338,[],['STVNews']
"RT @SusaninLangside: But of course! Another stunning endorsement for Glasgow, almost 30 years after being City of Culture. https://t.co/12B…",360,[],['SusaninLangside']
RT @ITVBorderRB: 'In every single Tory held seat in Scotland the SNP is the main challenger' - @NicolaSturgeon says only the SNP can beat t…,391,[],"['ITVBorderRB', 'NicolaSturgeon']"
"RT @lauraewaddell: When broadcasters pick and choose which parties they invite to a general election debate, what they are doing is remakin…",603,[],['lauraewaddell']
RT @theSNP: 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Boris Johnson says this #GE2019 is between his #Brexit deal &amp; Scotland having a choice on its future.🔥 Here's @Dr_Phi…,533,"['GE2019', 'Brexit']",['theSNP']
"RT @EMackintosh1: The momentum was definitely with @theSNP in Alloa today. People are fed up with the Tories, ready to escape Brexit and ta…",91,[],"['EMackintosh1', 'theSNP']"
RT @Political_AlanS: Speaking with @NicolaSturgeon in Alloa about her open letter to Remain supporters to back the SNP - even if they don’t…,142,[],"['Political_AlanS', 'NicolaSturgeon']"
Lots of enthusiastic supporters of @MrJohnNicolson out in Alloa today. Winning seats like this from the Tories - @theSNP is the main challenger in all Scottish Tory seats - will help us escape the Brexit mess and put Scotland’ future in Scotland’s hands. #GE2019 https://t.co/NG7KivJmvr,241,['GE2019'],"['MrJohnNicolson', 'theSNP']"
Thanks to Alwen Bakery in Alloa for this amazing @theSNP cake. The cake shop has been opened by Syrian refugees who have built a new life here in Scotland...and who are making a great contribution to our country. Great to visit with @MrJohnNicolson https://t.co/dY1sCFcblN,626,[],"['theSNP', 'MrJohnNicolson']"
RT @RiaDRobertson: Falafel &amp; cakes made for a yummy campaign visit to Alloa with @NicolaSturgeon &amp; @theSNP candidate @MrJohnNicolson...@Kei…,33,[],"['RiaDRobertson', 'NicolaSturgeon', 'theSNP', 'MrJohnNicolson']"
RT @MhairiHunter: GE voting deadlines for GlasgowRegister to vote by 26 November.Register to vote here https://t.co/148VpY5Q1RApply fo…,129,[],['MhairiHunter']
"RT @theSNP: 📣 @NicolaSturgeon has written to Remain voters, urging them to back the SNP and help Scotland escape Brexit.“If we do nothing…",315,[],"['theSNP', 'NicolaSturgeon']"
RT @lesleympix: Great fun today including a sing along with @NicolaSturgeon @onedalkeith #GE2019 @Dalkeith_Arts #electioncampaigntrail #dal…,52,"['GE2019', 'electioncampaigntrail']","['lesleympix', 'NicolaSturgeon', 'onedalkeith', 'Dalkeith_Arts']"
"RT @onedalkeith: Great fun had by all during our visit from the First Minister @NicolaSturgeon today. A tour around the building, followed…",24,[],"['onedalkeith', 'NicolaSturgeon']"
Stay safe wherever you are this #BonfireNight - my particular thanks to @GlasgowSEPolice @scotfire_glasgo @Poll_Trust and the local community council for all the work in Pollokshields to - I hope - avoid a repeat of last year. https://t.co/ipw8Nt6nPD,56,['BonfireNight'],"['GlasgowSEPolice', 'scotfire_glasgo', 'Poll_Trust']"
RT @OwenThompson: Brilliant to welcome @NicolaSturgeon to Woodburn and Dalkeith this today. Warm welcome from supporters certainly helped t…,71,[],"['OwenThompson', 'NicolaSturgeon']"
RT @iamrichyedwards: Another great wee day on the #GE2019 campaign trail with @NicolaSturgeon. Today we visited community centres @GrassyRi…,36,['GE2019'],"['iamrichyedwards', 'NicolaSturgeon']"
"Lovely to visit @GrassyRiggs Community Centre in Dalkeith earlier. One of the lovely people I met was Marie who wrote this poem after attending, on her two walking sticks, the recent Indy march in Edinburgh. The commitment of the #Yes movement inspires me every day. #indyref2020 https://t.co/5eG1zBz8NS",273,"['Yes', 'indyref2020']",['GrassyRiggs']
🎵 https://t.co/mQUPZeLWXU,105,[],[]
RT @_DanParis: A happy bunch of activists out with @OwenThompson in Dalkeith #GE2019 https://t.co/BK3Of5nIe9,52,['GE2019'],"['_DanParis', 'OwenThompson']"
"My #GE2019 musical theme continues...and if you were thinking I can’t dance, just wait ‘til you hear my singing! Big thanks to @onedalkeith for the great welcome. 🎶 💃 #ImABeliever https://t.co/hC814lFv0Y",279,"['GE2019', 'ImABeliever']",['onedalkeith']
RT @BBCDavidCowan: First Minister Nicola Sturgeon sings “I’m a believer” in Dalkeith https://t.co/hwO0dJklST,131,[],['BBCDavidCowan']
"RT @HumzaYousaf: This wasn't a 'gaffe' from Rees-Mogg, he didn't misspeak. The mask slipped and his heartless utterances come from a place…",2134,[],['HumzaYousaf']
"RT @SkyNews: ""To exclude us from a debate is just outrageous and democratically unacceptable.”@NicolaSturgeon explains why she believes t…",364,[],"['SkyNews', 'NicolaSturgeon']"
"RT @SkyNews: “We want the future to be in our hands.”First Minister of Scotland, @NicolaSturgeon says the country’s future is “one the bi…",146,[],"['SkyNews', 'NicolaSturgeon']"
"RT @KayBurley: ""I don't choose the leaders of the UK parties, if I did we wouldn't have the current incumbents.""@NicolaSturgeon rules out…",136,[],"['KayBurley', 'NicolaSturgeon']"
RT @GMB: 'Circumstances have changed and people have the right to change their mind in any democracy.'SNP leader Nicola Sturgeon defends…,469,[],['GMB']
"RT @BBCBreakfast: ""I'll debate any of them, any time, any place.""@theSNP's Leader @NicolaSturgeon tells #BBCBreakfast it is ""wrong democra…",800,['BBCBreakfast'],"['BBCBreakfast', 'theSNP', 'NicolaSturgeon']"
"@DigitalSpirit1 Happy Birthday, Marri - hope you have a great day!",103,[],['DigitalSpirit1']
This is yesterday’s @YouGov poll on election debates for the Sunday Times. Only 9% think debates should be limited to Tory/Lab/Lib - 53% (across UK) think @theSNP should be included. @SkyNews https://t.co/p0H2g1ixzC,1062,[],"['YouGov', 'theSNP', 'SkyNews']"
RT @tomfrench85: 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland’s First Minister and @theSNP Leader @NicolaSturgeon will be on tomorrow morning’s breakfast TV round -📺…,270,[],"['tomfrench85', 'theSNP', 'NicolaSturgeon']"
I found the soup pot @JaneyGodley https://t.co/0LfRLNZSwE,412,[],['JaneyGodley']
"Simply outrageous and unacceptable to exclude @theSNP - the third largest party in UK. What are the other parties so scared of that they won’t agree to real debate? And why are broadcasters letting down voters, especially in Scotland? https://t.co/V3xokFN1zt",5534,[],['theSNP']
"RT @PA: During the third leg of her day on the campaign trail, Nicola Sturgeon joined in with Scottish country dancing at Lochside Communit…",54,[],['PA']
RT @Daily_Record: Nicola Sturgeon put her best foot forward for a spot of traditional dancing during a visit to Dumfries this morning. ht…,31,[],['Daily_Record']
"Pleasure to campaign today with two of our outstanding @theSNP candidates - @MargaretFerrier in Rutherglen &amp; Hamilton West and @ArklessRichard in Dumfries &amp; Galloway. Since dancing has emerged as an early theme of my #GE2019, let’s make Westminster dance to Scotland’s tune!",209,['GE2019'],"['theSNP', 'MargaretFerrier', 'ArklessRichard']"
RT @ArklessRichard: https://t.co/Fs2fbiNTdQ Dancing with @NicolaSturgeon in #Lochside Community Centre on the campaign trail today. Real pr…,34,['Lochside'],"['ArklessRichard', 'NicolaSturgeon']"
RT @TomEden11: @NicolaSturgeon She didn't just let her dancing do the talking - The SNP leader laid down a challenge to Johnson and Corbyn:…,198,[],"['TomEden11', 'NicolaSturgeon']"
"Another day, another dance 💃 💃 😂 https://t.co/zkqueJBG0g",239,[],[]
"This makes a no deal Brexit a significant risk - in fact, given the likely impossibility of agreeing a trade deal in less than a year, it would make it almost inevitable. In a nutshell, this is a reason to get Tory MPs out - @theSNP is the challenger in all  Scottish Tory seats. https://t.co/ucyabgokS5",1104,[],['theSNP']
RT @tompeck: Well this is highly effective https://t.co/UixHTJJcFj,1095,[],['tompeck']
RT @theSNP: 🚨 @Conservatives chief strategist Dominic Cummings: “Tory MPs largely don't care about poorer people. They don’t care about the…,1170,[],"['theSNP', 'Conservatives']"
"RT @haughey_clare: Great to have @NicolaSturgeon in Burnside this morning to support our @theSNP General Election candidate, @MargaretFerri…",61,[],"['haughey_clare', 'NicolaSturgeon', 'theSNP']"
RT @rossclarksnp: It was great to be in Burnside this morning to welcome @NicolaSturgeon. We are all determined to make sure @MargaretFer…,49,[],"['rossclarksnp', 'NicolaSturgeon']"
"RT @MargaretFerrier: It was a real privilege to have our @theSNP party Leader @NicolaSturgeon in Burnside earlier, not the best weather but…",164,[],"['MargaretFerrier', 'theSNP', 'NicolaSturgeon']"
It might be winter but no election campaign is complete without an ice cream 🍦- great to support @MargaretFerrier this morning and thanks to Cafe Gelato in Burnside for the warm welcome. #GE2019 #VoteSNP https://t.co/y40dCG2A4x,132,"['GE2019', 'VoteSNP']",['MargaretFerrier']
RT @_DanParis: And when there’s an election... there’s ice cream #GE2019 https://t.co/MDrfspBDNB,28,['GE2019'],['_DanParis']
RT @_DanParis: ‘This is a real crossroads moment for Scotland.’ @NicolaSturgeon addresses activists in Rutherglen this morning as @theSNP s…,406,[],"['_DanParis', 'NicolaSturgeon', 'theSNP']"
Congrats to Kim and Andy Murray (and @JudyMurray too) https://t.co/j3Ny0e1kyY,104,[],['JudyMurray']
A special memory of a lovely man. Everyone that night was entranced by the stories and company of John and Helen Kay. Thanks for sharing @JackieKayPoet https://t.co/9cWeEuME0P,104,[],['JackieKayPoet']
"I wonder if at any point during #GE19, the media will subject this unsustainable and undemocratic position to any serious scrutiny? You know, instead of just asking if they will ‘allow’ actually asking them to justify saying they will ignore the votes of the Scottish people. https://t.co/vvaXggPniv",2280,['GE19'],[]
RT @scotgovireland: Really important and exciting piece of work for our teams in Dublin and Edinburgh. The Scotland Ireland relationship ha…,103,[],['scotgovireland']
RT @RidgeOnSunday: First Minister @NicolaSturgeon says it would be unsustainable for Westminster leaders to oppose holding a Scottish indep…,319,[],"['RidgeOnSunday', 'NicolaSturgeon']"
RT @RidgeOnSunday: ⏰ 1️⃣0️⃣-minute warning ⏰On today’s #Ridge @SophyRidgeSky will speak to:✅ @BorisJohnson✅ @RLong_Bailey✅ @NicolaStur…,24,['Ridge'],"['RidgeOnSunday', 'SophyRidgeSky', 'BorisJohnson', 'RLong_Bailey']"
RT @SunScotNational: Here's the special broadsheet front your Sunday National will be coming in tomorrow! We've got pages and pages of incr…,253,[],['SunScotNational']
RT @ScotNational: Tomorrow: Don't miss out on extensive coverage of our #indyref2020 rally 🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/oEUsCeJHdT,122,['indyref2020'],['ScotNational']
tfw you see a picture of yourself at 22yo and wonder what exactly it was you were wearing 😂 ( if memory serves me correctly @thoughtland this was the Scotland United rally after the 1992 GE - what a long way Scotland has come since then!) https://t.co/Uw2qKax87N,358,[],['thoughtland']
RT @stewartattwood: A trip West for me today to photograph Independence supporters as they gathered in George Square Glasgow for an IndyRef…,196,[],['stewartattwood']
@sm12nic 😘,0,[],['sm12nic']
RT @Suzemclaughlin: I couldn’t be more proud. Today I got to speak for @WomenForIndy #indyref2020  rally organised by my beloved partner @r…,74,['indyref2020'],"['Suzemclaughlin', 'WomenForIndy']"
RT @HumzaYousaf: Absolutely buzzin! Great energy from crowd at #indyref2020 As a Glasgow boy proud of Yes City for turning out in incredi…,307,['indyref2020'],['HumzaYousaf']
The enthusiasm at today’s #indyref2020 rally has fuelled me with so much energy for the #GE19 campaign ahead - thanks to everyone who packed into George Square to demand Scotland’s right to choose our own future. https://t.co/5B6vQzS6rw,924,"['indyref2020', 'GE19']",[]
RT @WomenForIndy: A few more WFI photos from George Square today. #indyref2020 https://t.co/sApBuPlcEx,120,['indyref2020'],['WomenForIndy']
"RT @SkyNewsPolitics: Nicola Sturgeon says the upcoming general election is ""the most important, probably in all of our lifetimes"".Read to…",312,[],['SkyNewsPolitics']
"RT @callumbaird1: We did it! Some sound issues at the start, but thanks to everyone who came along to @ScotNational’s first ever independen…",335,[],"['callumbaird1', 'ScotNational']"
RT @JALowden: Big Enough. Rich Enough. Smart Enough. #indyref2 🦄🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/4DmWu0lg6M,364,['indyref2'],['JALowden']
RT @rosscolquhoun: 👏 That’s a wrap. Thanks to everyone for coming! #IndyRef2020 https://t.co/PtIJ4tVJEY,136,['IndyRef2020'],['rosscolquhoun']
A privilege to speak in a packed George Square today at #indyref2020 rally. Let’s put Scotland’s future into Scotland’s hands. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/mzKMkJ6reY,1839,['indyref2020'],[]
RT @Fionasstalker: Nicola Sturgeon: Scotland's future 'must be in our own hands' ⁦@NicolaSturgeon⁩  https://t.co/DLxtbUGhid,126,[],"['Fionasstalker', 'NicolaSturgeon']"
RT @theSNP: 🗳 We demand that Scotland has a choice about its future. #indyref2020 #GE2019 https://t.co/h8MueaspAL,1006,"['indyref2020', 'GE2019']",['theSNP']
"RT @theSNP: .@NicolaSturgeon: ""We are gathered here in George Square, for one simple purpose. To choose a better future for our country, to…",306,[],"['theSNP', 'NicolaSturgeon']"
"RT @BBCPolitics: “The Scotland we seek is open, welcoming, diverse and inclusive and no Tory is ever going to be allowed to change that”S…",1257,[],['BBCPolitics']
On way to George Square for #indyref2020 - see you all there soon! https://t.co/Hn96IKlcCk,448,['indyref2020'],[]
"RT @theSNP: 🏴󠁧󠁢󠁳󠁣󠁴󠁿 @NicolaSturgeon: ""Johnson. Farage. Trump. Three names that provide more than enough motivation for people across Scotla…",414,[],"['theSNP', 'NicolaSturgeon']"
RT @Scotlandteam: Congratulations @Springboks on winning the #RWC2019 🏆#AsOne,322,"['RWC2019', 'AsOne']","['Scotlandteam', 'Springboks']"
RT @RidgeOnSunday: Scotland’s First Minister and @theSNP leader @NicolaSturgeon will be live on the show with @SophyRidgeSky.📺 @SkyNews⏰…,65,[],"['RidgeOnSunday', 'theSNP', 'NicolaSturgeon', 'SophyRidgeSky', 'SkyNews']"
So sorry to hear this @JackieKayPoet - much love to you and your family. John was some man - a real character and an inspiration to many. I’ll always treasure the memory of him singing ‘Brush up your Shakespeare’ in Bute House after our @edbookfest event a few years ago. https://t.co/owbwP260Hq,48,[],"['JackieKayPoet', 'edbookfest']"
"RT @STVNews: Scotland is streets ahead of many parts of the UK for charging an electric car, figures show. https://t.co/nY0ACReuom",96,[],['STVNews']
"Here’s an @theSNP candidate with his hands full! @neilgraysnp is not just a great dad of new twins, he’s been a great MP for Airdrie &amp; Shotts. I’m sure his twins would say #voteSNP https://t.co/suMnTYpwWd",269,['voteSNP'],"['theSNP', 'neilgraysnp']"
Wondering how @ScotTories will square this with their virulent attacks on @theSNP @scotgov opposition to fracking - what’s the betting they’ll simply fall into line with their Westminster bosses as usual? https://t.co/cjlHpEOF7P,624,[],"['ScotTories', 'theSNP', 'scotgov']"
"What a brilliant champion for Scotland @IBlackfordSNP has been in the House of Commons throughout this Brexit mess. If you agree, please support his campaign for re-election. https://t.co/4oozfs8BAl",425,[],['IBlackfordSNP']
Join me tomorrow in George Square for @ScotNational #indyref2020 rally - let’s stop Brexit and put Scotland’s future in Scotland’s hands 🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/u5gxU3mzXK,692,['indyref2020'],['ScotNational']
RT @theSNP: 🎤 See you in Glasgow tomorrow! #IndyRef2020 https://t.co/VISvO7zypp,190,['IndyRef2020'],['theSNP']
RT @rosscolquhoun: ✉️ Here's an explainer about why you should consider postal voting at the coming #GE2019. https://t.co/8KQVOuhz1g,82,['GE2019'],['rosscolquhoun']
